Sentence,Sentiment
Nokia was up 0.12 pct to 16.70 eur after kicking off the morning in negative territory .,1
$TZA is a rocket ship!!!,1
"Finnish IT solutions provider Affecto Oyj said today that it has won a frame contract , valued at some EUR2m , to implement the next phase of its insurance application for South African Mutual & Federal Insurance Company Limited M&F .",1
Industry Investment is very interested in Glaston 's solar energy projects .,1
Scanfil will execute the temporary lay-offs by mid-October 2009 and the job cuts by March 2010 .,0
"Furthermore , our fully electrically driven cranes are environmentally friendly .",1
Finnish-Swedish TietoEnator is expanding its business quickly in Russia .,1
Added more $BBBY @jimcramer is wrong about this one. Still a very profitable merchant with profitable stores,1
The fair value of the company 's investment properties grew to EUR 2.803 billion at the end of March 2009 from EUR 2.691 million a year ago .,1
"`` We reached agreement with the union that flights will continue as normal , '' Finnair spokesman Usko Maatta said .",1
$OSUR up 33% since 6/25 buy signal. resistance 5.33 - expect 1. pullback 2nd half of day or 2. break abov 5.33 & continue rally for 4-5 days,1
"The broker highlights Cargotec as its preferred stock in the sector , as it is a pure play on global cargo and container handling , and it expects it to play an active role in further consolidating the industry .",1
"The total headcount reduction will be 50 persons , the company said .",0
The net sales of the whole fiscal year 2008 will be lower than in 2007 and operating profit is estimated to be negative .,0
Retailers Kingfisher and Sports Direct rise in Britain's share index,1
Persimmon share price climbs on 23% rise in full-year revenue,1
Tesco's Sales Pickup Isn't Enough,0
"The poorest index figure was given to Finnish power company Fortum , 4.5 .",0
"The disposal of Autotank will also strengthen Aspo 's capital structure , '' commented Gustav Nyberg , CEO of Aspo .",1
"Micron Technology Inc #NASDAQ: $MU down 2.3% today and down 8.9% since being put on ""The Short"" https://t.co/EQQLTfUiOU",0
"`` I 'm pleased to receive the Nomination Committee 's request and confidence , '' says Jon Risfelt .",1
"$AAPL Stock Climbs as Barron's Sees 40% Upside, Jim Cramer's Take  https://t.co/lKlD9mVKBQ",1
"The company also said on November 16 , 2006 its Real Estate Fund I Ky signed an agreement with Finnish window maker Fenestra Oy to build a window plant in Forssa , southern Finland .",1
"In the third quarter , net sales increased by 12 % year-on-year to EUR 159.5 million , or by 6 % at comparable currency rates growth .",1
ITV to pursue takeover of Canada's Entertainment One: Bloomberg,1
AstraZeneca weighing up Acerta bid to secure blood cancer drug,1
$HRL ready to pop! http://stks.co/s0Ny4,1
News FeedFTSE 100 movers: LSE surges as ICE says mulling offer; Ashtead and Barclays tank,1
"Sales VAT inclusive expanded by 19 percent , to 351 million euros .",1
Operating profit increased by 145.1 % to EUR 8.3 mn from EUR 3.4 mn .,1
$AMRN It's accumulating. I think buy now or hold your peace. This should go up today/tomorrow.,1
Operating profit rose to EUR 3.11 mn from EUR 1.22 mn in the corresponding period in 2009 .,1
Last year SysOpen Digia invested in IBM product know-how in the building of portal and trading place systems and successfully implemented customer solutions supported by it .,1
"The currency effect had a 3.0 pct , or 20 mln euro ( $ 31.3 mln ) , negative impact on the revenue .",0
Operating profit margin increased from 11.2 % to 11.7 % .,1
"Operating profit totalled EUR 1.22 mn , down from EUR 3.56 mn in the first quarter of 2008 .",0
"$RUSS Don't catch falling knives, but I think an entry is coming soon on this",1
"$WFM Bought a little yesterday, hoping for an earnings pop.",1
"The German company has also signed a code share agreement with another Oneworld member -- American Airlines Inc , part of US-based AMR Corp ( NYSE : AMR ) .",1
Borealis Infrastructure putting together new Severn Trent bid,1
"Cooper SH , the UK distributor for lift equipment manufacturer Konecranes , won the five-year deal which involves low maintenance and fuel saving technologies .",1
"$RXII Tang really is toxic, they keep bringing the share price down. At least they could let it climb a little before dragging it down.",0
"RT FITZSTOCK2004: $IYT http://stks.co/1NBF the Transports always lead  the way, and  they broke DT  line  1st, MACD cross,  bull  flag=",1
"EBIT excluding non-recurring items , totalled EUR 67.8 mn , up from EUR 38.1 mn .",1
The diesel margin has remained high .,1
Operating loss totaled EUR 0.3 mn compared to a profit of EUR 2.2 mn in the corresponding period in 2007 .,0
"FTSE rallies off three-month low, boosted by StanChart, Sainsbury",1
"The growth in the activeness of Talentum 's customers , which started at the end of 2009 , continued during the reporting period , the company stated .",1
"The sale , which will result in a gain of some EUR 60 million in the second quarter of 2010 for Oriola-KD , supports the Finnish company 's strategy to focus on pharmaceutical wholesale and retail operations .",1
"It's a bad idea to make 5 min predictions based on faith: RT @dandyduct $AAPL Sell signal hit at 584, it will go down for the next 5 min",0
"$ENDP exit reversal .11 X 3K shares = $330 - now Long - not getting follow through, either side of price action",1
ITV share price jumps on report of Comcast's NBCUniversal bidding to takeover ...,1
"ASPO Plc STOCK EXCHANGE ANNOUNCEMENT May 4 , 2006 at 10:00 a.m. An increase in the share capital of Aspo Plc totaling EUR 1,125.60 was registered today .",1
"Comptel , a vendor of dynamic Operations Support System ( OSS ) software , has been selected by Orascom Telecom ( OTH ) as partner for provisioning and activation solutions for mobile services .",1
$AAPL I am big OUT from this. seems its falling towards 530.. :(,0
Finnish sports equipment maker Amer Sports Oyj ( HEL : AMEAS ) said today that its net loss narrowed to EUR 16.9 million ( USD 22.3 m ) in the second quarter of 2010 from EUR 23.2 million in the corresponding period a year earlier .,1
"Return on investment was 5.0 % , compared to a negative 4.1 % in 2009 .",1
5 Best Analyst Rated Stocks in Last 72hrs: $ORCL $AAPL $CBS $INO $CPXX View all ratings here: https://t.co/IRID6zd5gc,1
"UPDATE: Persimmon Profit Up Strongly, Outlook Positive",1
"RPT-Old Mutual Q1 gross sales beat forecasts, up 18 pct",1
"@sharkbiotech If anyone is selling/shorting $AGN b/c you believe $ENDP rumors to be realistic, then I'll take the other side of that trade",1
$PYPL great vol flow trade here.. Love this company long time.,1
$V A potential bearish shark pattern if point B $226 to be taken out. http://stks.co/i0GGH,0
"Both operating profit and turnover for the nine-month period increased , respectively from EUR2 .4 m and EUR43 .8 m , as compared to the corresponding period a year ago .",1
Productional situation has now improved .,1
"For the full 2010 the company expects its net sales and operating result to improve from the previous year , saying that a positive operating result and its amount will depend on the order intake by the end of the summer .",1
Finnish metal products company Componenta Oyj net profit rose to 26.1 mln euro ( $ 35.9 mln ) for the first quarter of 2007 from 5.3 mln euro ( $ 7.3 mln ) for the same period of 2006 .,1
"So as of today's close (8/15/14), I'm long $TSLA $AMTD $TWTR $FB $AAPL $CELG - all on a longer-term, technical swing long basis.",1
The new technology improves the glass quality and consistency while increasing throughput .,1
LONDON MarketWatch -- Nokia nok said it 's won a five-year services contract to run Hutchison Essar 's network operations in nine locations in India .,1
"@SOULLOR the regular scrappy Q $SWY usually presents. Sales weak, margins down, debt still way up.",0
"Operating profit margin was 8.3 % , compared to 11.8 % a year earlier .",0
"Consolidated net sales increased 16 % to reach EUR74 .8 m , while operating profit amounted to EUR0 .9 m compared to a loss of EUR0 .7 m in the prior year period .",1
The measures result from weak demand in the shipbuilding industry .,0
"In addition to the demand in Finland , the export of lining stone products also increased .",1
The current reference grade instruments are challenging to operate due to their high price and complexity for routine use .,0
EUR/USD Finding Support Near 1.10 Level $ERO $UUP $UDN $FXE  http://stks.co/b29eU,1
"Britain's FTSE bounces back, Mondi and Barratt lead",1
"Ragutis , controlled by the Finnish brewery Olvi , achieved a 5.7 percent rise in beer sales to 22.6 million liters and held a 10.75 percent market share .",1
Finnair said that the cancellation of flights would cause daily losses of  x20ac 2.5 million US$ 3 million .,0
"The Australian company Mirabela Nickel has awarded Outokumpu Technology a contract for grinding technology for its nickel sulfide project in Bahia State , Brazil .",1
"Standard Chartered, RBS Escape Capital Raising in Stress Test",1
"Operating profits in the half were  0.8 m , down from  0.9 m as Glisten invested in the brand and the management team .",0
"( ADPnews ) - Feb 3 , 2010 - Finland-based steel maker Rautaruukki Oyj ( HEL : RTRKS ) , or Ruukki , said today it slipped to a larger-than-expected pretax loss of EUR 46 million ( USD 64.5 m ) in the fourth quarter of 2009 from a",0
The company expects its net sales in 2008 to increase 5-10 % from 2007 .,1
"`` The margarine business has been put into good shape in the last two years , making it a natural addition to Bunge , which is looking to leverage its position in the Central and Northern European markets , '' Raisio CEO Matti Rihko said in a statement .",1
"The most loyal customers were found in the Bank of +àland , with an index of 8.0 .",1
Tesco breaks its downward slide by cutting sales decline in half,1
long $AAPL,1
"Finnish IT consultancy Satama Interactive Oyj posted a net profit of 1.4 mln euro $ 2.0 mln for the first nine months of 2007 , compared to a net loss of 462,000 euro $ 664,000 for the same period of 2006 .",1
Tesco PLC's Recovery Continues With A Â£250m Cash Infusion,1
Is Trouble Brewing At Legal & General Group Plc And Aviva plc?,0
"Operating profit totaled EUR 3.8 mn , down from EUR 4.5 mn in the corresponding period in 2005 .",0
AstraZeneca's Lung Cancer Drug Tagrisso Gets FDA Approval,1
Morrisons and Debenhams surprise City with Christmas bounce back,1
"Talentum expects that the net sales of its core business will increase in 2008 , compared to 2007 .",1
Relations with the City have been further damaged by comments from Mr Ashley criticising City investors and analysts as `` cry babies '' .,0
Pretax profit totaled EUR 4.9 mn compared to EUR 5.2 mn in the first quarter of 2005 .,0
